time,temp
00:00:01,24.80
00:00:03,24.90
00:00:06,25.10
00:00:08,25.10
00:00:10,25.20
00:00:13,25.20
00:00:16,25.30
00:00:18,25.20
00:00:21,25.10
00:00:23,25.10
00:00:26,25.00
00:00:28,25.00
00:00:31,24.90
00:00:33,24.90
00:00:36,24.80
00:00:38,24.90
00:00:41,24.80
00:00:43,24.90
00:00:46,24.90
00:00:48,25.00
00:00:51,24.90
00:00:53,25.10
00:00:56,25.10
00:00:58,25.00
00:01:01,25.00
00:01:03,25.10
00:01:06,25.00
00:01:08,24.90
00:01:11,24.90
00:01:13,24.90
00:01:16,24.90
00:01:18,24.80
00:01:21,24.70
00:01:23,24.80
00:01:26,24.70
00:01:28,24.80
