time,temp
00:00:01,28.50
00:00:04,28.50
00:00:06,28.50
00:00:09,28.50
00:00:11,28.50
00:00:14,28.50
00:00:16,28.50
00:00:19,28.50
00:00:21,28.50
00:00:24,28.50
00:00:26,28.50
00:00:29,28.50
00:00:31,28.50
00:00:34,28.50
00:00:36,28.50
00:00:39,28.50
00:00:41,28.50
00:00:44,28.50
00:00:46,28.50
00:00:49,28.50
00:00:51,28.00
00:00:54,28.00
00:00:56,28.00
00:00:59,28.00
00:01:01,28.00
00:01:04,28.00
00:01:06,28.00
00:01:09,28.00
00:01:11,28.00
00:01:14,28.00
00:01:16,28.00
00:01:19,28.00
00:01:21,28.00
00:01:24,28.00
00:01:26,28.00
00:01:29,28.00
00:01:31,28.00
00:01:34,28.00
23:33:37,28.50
23:33:40,28.50
23:33:42,28.50
23:33:45,28.50
23:33:47,28.50
23:33:50,28.50
23:33:52,28.50
23:33:55,28.50
23:33:57,28.50
23:34:05,28.50
23:34:07,28.50
23:34:10,28.50
23:34:12,28.50
23:34:15,28.50
23:34:20,28.50
23:34:23,28.50
23:34:25,28.50
23:34:28,28.50
23:34:30,28.50
23:34:33,28.50
23:34:35,28.50
23:34:38,28.50
23:34:40,28.50
23:34:43,28.50
23:34:45,28.50
23:34:48,28.00
23:34:50,28.50
23:34:53,28.50
23:34:55,28.50
23:34:58,28.00
23:35:00,28.00
23:35:03,28.00
23:35:05,28.00
23:35:07,28.00
23:35:10,28.00
23:35:12,28.00
23:35:15,28.00
23:35:17,28.00
23:35:20,28.00
