time,temp
00:04:10,28.50
00:04:12,28.50
00:04:15,28.50
00:04:17,28.50
00:04:20,28.50
00:04:22,28.50
00:04:30,28.50
00:04:33,28.50
00:04:35,28.50
00:04:38,28.00
00:04:40,28.00
00:04:43,28.00
00:04:45,28.50
00:04:48,28.50
00:04:50,28.50
00:04:53,28.50
00:04:55,28.00
00:04:58,28.50
00:05:00,28.00
00:05:03,28.00
00:05:05,28.50
00:05:08,28.00
00:05:10,28.00
00:05:13,28.00
00:05:15,28.00
00:05:18,28.00
00:05:20,28.00
00:05:23,28.00
00:05:25,28.00
00:05:28,28.00
00:05:30,28.00
00:05:33,28.00
00:05:35,28.00
00:05:38,28.00
00:05:40,28.00
00:05:43,28.00
00:05:45,28.00
00:05:48,28.00
00:05:50,28.00
00:05:53,28.00
00:05:55,28.00
00:05:58,28.00
00:06:00,28.00
00:06:03,28.00
00:06:05,28.00
00:06:08,28.00
00:06:10,28.00
00:06:13,28.00
00:06:15,28.00
00:06:18,28.00
00:06:20,28.00
00:06:23,28.00
00:06:25,28.00
00:06:28,28.00
00:06:30,28.00
00:06:33,28.00
00:06:35,28.50
00:06:38,29.50
00:06:40,30.00
00:06:43,31.00
00:06:45,31.00
00:06:48,31.50
00:06:50,32.00
00:06:53,32.00
00:06:55,32.00
00:06:58,32.00
00:07:00,32.00
00:07:03,32.00
00:07:05,32.00
00:07:08,32.00
00:07:10,31.50
00:07:13,31.50
00:07:15,31.50
00:07:18,31.50
00:07:20,31.50
00:07:23,31.50
00:07:25,31.50
00:07:28,31.50
00:07:30,31.50
00:07:33,31.00
00:07:35,31.00
00:07:38,31.00
00:07:40,31.00
00:07:43,31.00
00:07:45,31.00
00:07:48,31.00
00:07:50,31.00
00:07:53,31.00
00:07:55,31.00
00:07:58,31.00
00:08:00,30.50
00:08:03,30.50
00:08:07,30.50
00:08:10,30.50
00:08:12,30.50
00:08:15,30.50
00:08:17,30.50
00:08:20,30.50
00:08:22,30.50
00:08:25,30.50
00:08:27,30.50
00:08:30,30.50
00:08:32,30.50
00:08:35,30.50
00:08:37,30.00
00:08:40,30.00
00:08:43,30.00
00:08:45,30.00
00:08:48,30.00
00:08:50,30.00
00:08:53,30.00
00:08:55,30.00
00:08:58,30.00
00:09:00,30.00
00:09:03,30.00
00:09:05,30.00
00:09:08,30.00
00:09:10,30.00
00:09:13,30.00
00:09:15,30.00
00:09:18,30.00
00:09:20,30.00
00:09:23,29.50
00:09:25,29.50
00:09:28,29.50
00:09:30,29.50
