time,temp
00:04:28,25.30
00:04:29,25.30
00:04:32,25.40
00:04:34,25.30
00:04:37,25.30
00:04:39,25.40
00:04:42,25.30
00:04:44,25.30
00:04:47,25.30
00:04:49,25.30
00:05:41,25.30
00:05:44,25.40
00:05:46,25.30
00:05:49,25.30
00:05:51,25.40
00:05:54,25.30
00:05:56,25.30
00:05:59,25.30
00:06:01,25.30
00:06:04,25.30
00:06:06,25.30
00:06:09,25.40
00:06:11,25.40
00:06:14,25.50
00:06:16,25.60
00:06:19,25.50
00:06:21,25.50
00:06:24,25.50
00:06:26,25.60
00:06:29,25.60
00:06:31,25.70
00:06:34,25.60
00:06:36,25.70
00:06:39,25.70
00:06:41,25.60
00:06:44,25.70
00:06:46,25.60
00:06:49,25.50
00:07:14,25.30
00:07:16,25.20
00:07:19,25.20
00:07:21,25.10
00:07:24,25.10
00:07:26,25.00
00:07:29,24.90
00:07:31,25.00
00:07:34,24.90
00:07:36,24.90
00:07:39,24.90
00:07:41,24.80
00:07:44,24.90
00:07:46,25.10
00:07:49,25.10
00:07:51,25.20
00:07:54,25.20
00:07:56,25.30
00:07:59,25.20
00:08:01,25.10
00:08:04,25.10
00:08:42,25.00
00:08:46,25.00
00:08:49,24.90
00:08:51,24.90
00:08:54,24.90
00:08:56,24.90
00:08:59,24.80
00:09:01,24.70
00:09:04,24.80
00:09:06,24.70
00:09:09,24.80
00:09:11,24.70
00:09:14,24.70
00:09:16,24.60
00:09:19,24.50
00:09:21,24.70
00:09:24,24.70
00:09:26,24.80
00:09:29,24.80
00:09:31,24.70
