time,temp
20:32:18,25.20
20:32:23,25.00
20:32:26,25.00
20:32:35,25.00
20:32:38,25.10
20:32:40,25.10
20:32:49,25.10
20:32:54,25.30
20:33:01,25.20
20:33:03,25.00
20:33:06,25.00
20:33:09,25.00
20:33:15,25.00
20:33:22,25.00
20:33:28,25.20
20:33:33,25.00
20:33:36,25.20
20:33:44,25.20
20:33:49,25.10
20:34:03,25.10
20:34:10,25.20
20:34:15,25.20
20:34:17,25.10
20:34:23,24.90
20:34:25,25.10
20:34:28,25.30
20:34:30,25.40
20:34:38,25.50
20:34:40,25.40
20:34:43,25.30
20:34:45,25.10
20:34:55,25.00
20:35:00,24.90
20:35:10,24.90
20:35:15,24.70
20:35:21,24.70
20:35:24,24.60
20:35:26,24.60
20:35:29,24.50
20:35:41,24.50
20:35:43,24.50
20:35:58,24.40
20:36:07,24.40
20:36:13,24.50
20:36:19,24.50
20:36:24,24.50
20:36:26,24.60
20:36:34,24.50
20:36:39,24.70
20:36:41,24.60
20:36:47,24.60
20:36:50,24.70
20:36:52,24.80
20:36:55,24.80
20:37:02,24.80
20:37:05,25.00
20:37:10,25.20
20:37:23,25.00
20:37:25,24.80
20:37:35,24.60
20:37:37,24.70
20:37:40,24.80
20:37:46,24.70
20:37:48,24.70
20:37:53,24.70
20:38:07,24.50
20:38:14,24.50
20:38:17,24.60
20:38:22,24.60
20:38:28,24.60
20:38:30,24.50
20:38:33,24.60
20:38:35,24.40
20:38:42,24.30
20:38:45,24.30
20:38:50,24.30
20:38:57,24.20
20:38:59,24.10
20:39:04,24.10
20:39:11,24.00
20:39:14,24.20
20:39:16,24.30
20:39:19,24.50
20:39:25,24.30
20:39:28,24.40
20:39:30,24.50
20:39:33,24.40
20:39:39,24.60
20:39:42,24.40
20:39:44,24.30
20:39:47,24.50
