time,temp
23:56:21,27.00
23:56:24,27.00
23:56:26,27.00
23:56:29,27.00
23:56:31,27.00
23:56:34,27.00
23:56:36,27.00
23:56:39,27.00
23:56:41,27.00
23:56:44,28.00
23:56:46,29.00
23:56:49,29.50
23:56:51,30.00
23:56:54,31.00
23:56:56,31.00
23:56:59,31.00
23:57:01,31.00
23:57:04,31.00
23:57:06,31.00
23:57:09,31.00
23:57:11,31.00
23:57:14,31.00
23:57:16,31.00
23:57:19,30.50
23:57:21,30.50
23:57:24,30.50
23:57:26,30.50
23:57:29,30.50
23:57:31,30.50
23:57:34,30.50
23:57:36,30.50
23:57:39,30.00
23:57:41,30.00
23:57:44,30.00
23:57:46,30.00
23:57:49,30.00
23:57:51,30.00
23:57:54,30.00
23:57:59,30.00
23:58:01,30.00
23:58:04,30.00
23:58:06,30.00
23:58:09,30.00
23:58:11,30.00
23:58:14,29.50
23:58:16,29.50
23:58:19,29.50
23:58:21,29.50
23:58:24,29.50
23:58:26,29.50
23:58:29,29.50
23:58:31,29.50
23:58:34,29.50
23:58:36,29.50
23:58:39,29.50
23:58:36,29.50
23:58:38,29.50
23:58:41,29.50
23:58:44,29.50
23:58:46,29.00
23:58:49,29.00
23:58:51,29.00
23:58:54,29.00
23:58:56,29.00
23:58:59,29.00
23:59:01,29.00
23:59:04,29.00
23:59:06,29.00
23:59:09,29.00
23:59:11,29.00
23:59:14,29.00
23:59:16,29.00
23:59:19,29.00
23:59:21,29.00
23:59:24,29.00
23:59:26,29.00
23:59:29,29.00
23:59:31,29.00
23:59:34,29.00
23:59:36,28.50
23:59:39,29.00
23:59:41,28.50
23:59:44,28.50
23:59:46,28.50
23:59:49,28.50
23:59:51,28.50
23:59:54,28.50
23:59:56,28.50
23:59:59,28.50
00:00:01,28.50
00:00:04,28.50
00:00:06,28.50
00:00:09,28.50
00:00:11,28.50
00:00:14,28.50
00:00:16,28.50
00:00:19,28.50
00:00:21,28.50
00:00:24,28.50
00:00:26,28.50
00:00:29,28.50
00:00:31,28.50
00:00:34,28.50
00:00:36,28.50
00:00:39,28.50
00:00:41,28.50
00:00:44,28.50
00:00:46,28.50
00:00:49,28.50
00:00:51,28.00
00:00:54,28.00
00:00:56,28.00
00:00:59,28.00
00:01:01,28.00
00:01:04,28.00
00:01:06,28.00
00:01:09,28.00
00:01:11,28.00
00:01:14,28.00
00:01:16,28.00
00:01:19,28.00
00:01:21,28.00
00:01:24,28.00
00:01:26,28.00
00:01:29,28.00
00:01:31,28.00
00:01:34,28.00
