time,temp
23:56:21,25.50
23:56:23,25.60
23:56:25,25.60
23:56:28,25.70
23:56:30,25.60
23:56:33,25.70
23:56:35,25.70
23:56:38,25.60
23:56:41,25.70
23:56:43,25.60
23:56:46,25.50
23:56:48,25.50
23:56:50,25.40
23:56:53,25.40
23:56:55,25.40
23:56:58,25.30
23:57:56,25.30
23:57:59,25.30
23:58:01,25.40
23:58:44,25.30
23:58:46,25.30
23:58:49,25.40
23:58:51,25.30
23:58:49,25.30
23:58:51,25.30
23:58:54,25.30
23:58:56,25.30
23:58:54,25.30
23:58:56,25.40
23:58:59,25.40
23:59:01,25.50
23:58:59,25.60
23:59:01,25.50
23:59:04,25.50
23:59:06,25.50
23:59:04,25.60
23:59:06,25.60
23:59:09,25.70
23:59:11,25.60
23:59:09,25.70
23:59:11,25.70
23:59:14,25.60
23:59:16,25.70
23:59:14,25.60
23:59:16,25.50
23:59:19,25.50
23:59:21,25.40
23:59:19,25.40
23:59:21,25.40
23:59:24,25.30
23:59:26,25.20
23:59:24,25.30
23:59:26,25.30
23:59:29,25.30
23:59:31,25.30
23:59:41,25.20
23:59:43,25.20
23:59:46,25.10
23:59:48,25.10
23:59:46,25.00
23:59:48,24.90
23:59:50,25.00
23:59:53,24.90
23:59:56,24.90
23:59:58,24.90
00:00:01,24.80
00:00:03,24.90
00:00:06,25.10
00:00:08,25.10
00:00:10,25.20
00:00:13,25.20
00:00:16,25.30
00:00:18,25.20
00:00:21,25.10
00:00:23,25.10
00:00:26,25.00
00:00:28,25.00
00:00:31,24.90
00:00:33,24.90
00:00:36,24.80
00:00:38,24.90
00:00:41,24.80
00:00:43,24.90
00:00:46,24.90
00:00:48,25.00
00:00:51,24.90
00:00:53,25.10
00:00:56,25.10
00:00:58,25.00
00:01:01,25.00
00:01:03,25.10
00:01:06,25.00
00:01:08,24.90
00:01:11,24.90
00:01:13,24.90
00:01:16,24.90
00:01:18,24.80
00:01:21,24.70
00:01:23,24.80
00:01:26,24.70
00:01:28,24.80
