time,temp
20:32:15,31.10
20:32:18,31.10
20:32:23,30.90
20:32:29,30.90
20:32:31,30.90
20:32:34,30.90
20:32:37,30.90
20:32:48,30.70
20:32:51,30.80
20:32:57,30.90
20:33:05,31.00
20:33:11,30.90
20:33:14,31.10
20:33:16,31.30
20:33:19,31.20
20:33:32,31.20
20:33:39,31.10
20:33:44,31.20
20:33:46,31.20
20:33:58,31.10
20:34:00,31.20
20:34:09,31.10
20:34:11,31.10
20:34:14,31.20
20:34:24,31.10
20:34:27,30.90
20:34:42,30.90
20:34:55,31.00
20:34:57,31.10
20:35:06,31.20
20:35:09,31.30
20:35:11,31.20
20:35:20,31.30
20:35:22,31.30
20:35:25,31.40
20:35:32,31.50
20:35:35,31.40
20:35:37,31.50
20:35:40,31.40
20:35:47,31.40
20:35:50,31.60
20:35:52,31.50
20:35:55,31.70
20:36:01,31.60
20:36:06,31.70
20:36:09,31.70
20:36:16,31.80
20:36:23,31.70
20:36:32,31.70
20:36:37,31.80
20:36:44,32.00
20:36:47,32.00
20:36:52,31.90
20:37:01,31.90
20:37:03,32.00
20:37:06,32.10
20:37:16,32.00
20:37:19,31.90
20:37:21,31.90
20:37:29,31.90
20:37:31,31.90
20:37:33,31.70
20:37:36,31.70
20:37:42,31.60
20:37:45,31.70
20:37:50,31.80
20:38:04,31.60
20:38:11,31.70
20:38:14,31.50
20:38:16,31.60
20:38:18,31.60
20:38:25,31.40
20:38:30,31.30
20:38:32,31.30
20:38:39,31.40
20:38:41,31.40
20:38:44,31.40
20:38:46,31.40
20:38:58,31.50
20:39:01,31.60
20:39:07,31.50
20:39:10,31.40
20:39:12,31.40
20:39:15,31.20
20:39:24,31.30
20:39:29,31.20
20:39:38,31.10
20:39:43,31.00
21:23:32,31.20
21:23:39,31.20
21:23:45,31.20
21:23:48,31.20
21:23:50,31.30
21:23:53,31.10
21:24:07,30.90
21:28:29,25.80
21:28:34,25.70
21:28:37,25.80
21:28:39,26.00
21:28:42,26.00
21:28:44,26.00
21:28:47,26.20
21:28:49,26.30
21:28:52,26.30
21:28:54,26.20
21:28:57,26.20
21:28:59,26.10
21:29:02,26.10
21:29:04,26.20
21:29:07,26.20
21:29:09,26.20
21:29:12,26.20
21:29:14,26.20
21:29:17,26.00
21:29:19,26.20
21:29:22,26.40
21:29:24,26.50
21:29:27,26.50
21:29:29,26.40
21:29:32,26.60
21:29:34,26.60
21:29:37,26.80
21:29:39,27.00
21:29:42,27.10
21:29:44,27.00
21:29:47,27.10
21:29:49,27.10
21:29:52,26.90
21:29:54,27.00
21:29:57,27.20
21:29:59,27.40
21:30:02,27.30
21:30:04,27.50
21:30:07,27.50
21:30:09,27.50
21:30:12,27.60
21:30:14,27.50
21:30:17,27.60
21:30:19,27.40
21:30:22,27.40
21:30:24,27.60
21:30:27,27.60
21:30:29,27.60
21:30:32,27.50
21:30:34,27.30
21:30:37,27.20
21:30:39,27.20
21:30:42,27.40
21:30:44,27.50
21:30:47,27.70
21:30:49,27.80
21:30:52,27.70
21:30:54,27.70
21:30:57,27.90
21:30:59,27.80
21:31:02,28.00
21:31:04,28.00
21:31:07,28.00
21:31:09,28.00
21:31:12,28.00
21:31:14,27.80
21:31:17,27.60
21:31:19,27.50
21:31:44,25.80
21:31:47,25.70
21:31:49,25.80
21:31:52,26.00
21:31:54,26.00
21:31:57,26.00
21:31:59,26.20
21:32:02,26.30
21:32:04,26.30
21:32:07,26.20
21:32:09,26.20
21:32:12,26.10
21:32:14,26.10
21:32:17,26.20
21:32:19,26.20
21:32:22,26.20
21:32:25,26.20
21:32:27,26.20
21:32:29,26.00
21:32:32,26.20
21:32:34,26.40
21:32:37,26.50
21:32:40,26.50
21:32:42,26.40
21:32:45,26.60
21:32:47,26.60
21:32:50,26.80
21:32:52,27.00
21:32:54,27.10
21:32:57,27.00
21:32:59,27.10
21:33:04,27.10
