time,temp
19:44:36,31.10
19:44:50,31.00
19:44:50,31.00
19:44:50,31.10
19:45:03,30.90
19:45:03,30.80
19:45:03,31.00
19:45:18,31.00
19:45:18,31.00
19:45:18,30.90
19:45:18,30.70
19:45:31,30.80
19:45:31,30.70
19:45:31,30.70
19:45:31,30.90
19:45:46,31.00
19:45:46,30.90
19:45:46,30.90
19:46:00,31.00
19:46:00,31.00
19:46:00,31.10
19:46:00,31.10
19:46:13,31.10
19:46:13,30.90
19:46:13,30.90
19:46:27,30.90
19:46:27,30.80
19:46:42,30.80
19:46:42,30.80
19:46:56,30.90
19:46:56,30.70
19:46:56,30.80
19:47:10,30.70
19:47:10,30.60
19:47:24,30.70
19:47:24,30.80
19:47:24,30.80
19:47:38,30.90
19:47:38,31.10
19:47:38,31.30
19:47:52,31.20
19:47:52,31.10
19:47:52,31.10
19:48:06,31.30
19:48:06,31.20
19:48:06,31.20
19:48:20,31.30
19:48:20,31.40
19:48:20,31.30
19:48:34,31.50
19:48:48,31.40
19:48:48,31.30
19:48:48,31.50
19:49:02,31.60
19:49:02,31.40
19:49:02,31.30
19:49:17,31.10
19:49:32,31.10
19:49:32,31.00
19:49:32,30.90
19:49:32,31.10
19:49:46,31.10
19:49:46,31.20
19:49:46,31.20
19:50:00,31.00
19:50:00,31.00
19:50:00,30.90
19:50:14,31.10
19:50:14,31.20
19:50:28,31.40
19:50:28,31.30
19:50:28,31.10
19:50:42,31.30
19:50:42,31.30
19:50:42,31.50
19:50:42,31.60
19:50:57,31.60
19:50:57,31.50
19:50:57,31.40
19:50:57,31.50
19:51:12,31.30
19:51:12,31.40
19:51:12,31.60
19:51:12,31.70
19:51:26,31.60
19:51:26,31.70
19:51:26,31.60
19:51:26,31.70
19:51:41,31.50
19:51:41,31.50
19:51:55,31.60
19:51:55,31.40
19:51:55,31.50
19:51:55,31.30
19:52:09,31.30
19:52:09,31.30
19:52:24,31.40
19:52:24,31.40
19:52:24,31.60
19:52:37,31.60
19:52:37,31.50
19:52:37,31.60
19:52:37,31.50
19:52:52,31.50
19:52:52,31.40
19:52:52,31.60
19:53:05,31.40
19:53:05,31.30
19:53:20,31.50
19:53:20,31.60
19:53:20,31.60
19:53:34,31.60
19:53:34,31.70
19:53:34,31.90
19:53:48,31.80
19:54:03,31.80
19:54:03,32.00
19:54:17,32.20
19:54:17,32.10
19:54:17,32.30
19:54:31,32.20
19:54:31,32.10
19:54:31,32.30
19:54:31,32.20
19:54:44,32.20
19:54:44,32.10
19:54:58,32.20
19:54:58,32.40
19:54:58,32.20
19:54:58,32.40
19:55:13,32.50
19:55:13,32.50
19:55:13,32.30
19:55:13,32.40
19:55:27,32.20
19:55:27,32.20
19:55:27,32.10
19:55:27,32.10
19:55:41,31.90
19:55:41,32.10
19:55:41,32.10
19:55:54,31.90
19:55:54,31.80
19:55:54,31.80
19:56:08,31.90
19:56:08,31.70
19:56:08,31.50
19:56:23,31.60
19:56:23,31.50
19:56:36,31.60
19:56:36,31.70
19:56:50,31.80
19:56:50,31.80
19:56:50,31.80
19:56:50,31.60
19:57:04,31.70
19:57:04,31.60
19:57:04,31.80
19:57:18,32.00
19:57:18,32.10
19:57:18,32.10
19:57:18,32.10
19:57:31,32.20
19:57:31,32.10
19:57:31,32.10
19:57:31,32.00
19:57:45,31.80
19:57:45,31.90
19:57:45,32.00
20:03:21,31.20
20:03:21,31.10
20:03:35,30.90
20:03:35,30.80
20:03:35,30.90
20:03:50,31.10
20:03:50,31.20
20:03:50,31.20
20:04:04,31.10
20:04:04,31.30
20:04:04,31.20
20:04:18,31.10
20:04:18,31.30
20:04:18,31.10
20:04:18,31.20
20:04:31,31.30
20:04:31,31.20
20:04:31,31.20
20:04:46,31.20
20:04:46,31.40
20:04:46,31.50
20:04:46,31.50
20:05:01,31.60
20:05:15,31.70
20:05:15,31.70
20:05:31,31.60
20:05:31,31.70
20:05:31,31.80
20:05:31,31.70
20:05:45,31.90
20:05:45,31.90
20:05:45,31.90
20:05:45,32.10
20:06:00,32.10
20:06:00,32.00
20:06:00,32.00
20:06:00,32.20
20:06:13,32.30
20:06:13,32.40
20:06:13,32.40
20:06:13,32.40
20:06:26,32.50
20:06:26,32.60
20:06:26,32.50
20:06:40,32.30
20:06:40,32.30
20:06:40,32.20
20:06:40,32.20
20:06:54,32.10
20:06:54,32.00
20:06:54,31.90
20:07:08,32.00
20:07:08,31.90
20:07:22,31.90
20:07:22,31.90
20:07:22,31.90
20:07:36,31.90
20:07:36,31.90
20:07:50,31.80
20:07:50,31.70
20:07:50,31.70
20:07:50,31.80
20:08:04,31.70
20:08:04,31.70
20:08:18,31.60
20:08:18,31.80
20:08:18,31.80
20:08:31,31.80
20:08:31,31.90
20:08:31,32.10
20:08:45,31.90
20:08:45,32.10
20:08:45,32.00
20:08:59,32.20
20:08:59,32.30
20:08:59,32.40
20:08:59,32.50
20:09:14,32.50
20:09:14,32.30
20:09:28,32.40
20:09:28,32.40
20:09:28,32.40
20:09:42,32.50
20:09:42,32.50
20:09:56,32.40
20:09:56,32.30
20:09:56,32.10
20:09:56,32.00
20:10:11,31.80
20:10:11,31.90
20:10:25,31.90
20:10:25,32.00
20:10:39,32.00
20:10:39,32.00
20:10:39,32.00
20:10:53,31.90
20:10:53,32.00
20:10:53,31.90
20:11:07,32.00
20:11:07,32.10
20:11:07,32.10
20:11:20,32.20
20:11:20,32.10
20:11:20,32.10
20:11:34,32.10
20:11:34,32.10
20:11:34,32.00
20:11:49,31.80
20:11:49,31.90
20:12:03,32.00
20:12:03,32.00
20:12:03,32.20
20:12:17,32.20
